model,f1_neg,f1_pos,roc_auc,mcc,precision_neg,precision_pos,recall_neg,recall_pos,accuracy,accuracy_explicit,accuracy_implicit,softmax_confidence,softmax_confidence_std,TN_softmax_confidence,TN_softmax_confidence_std,FP_softmax_confidence,FP_softmax_confidence_std,FN_softmax_confidence,FN_softmax_confidence_std,TP_softmax_confidence,TP_softmax_confidence_std,cross_entropy,MSE,TN_cross_entropy,TN_MSE,FP_cross_entropy,FP_MSE,FN_cross_entropy,FN_MSE,TP_cross_entropy,TP_MSE
detests-beto-1_previous_sentences_hard_s67_max_tokens_512,0.865,0.654,0.767,0.521,0.879,0.630,0.853,0.680,0.806,0.839,0.646,0.841,0.130,0.879,0.111,0.726,0.134,0.764,0.133,0.817,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s68_max_tokens_512,0.851,0.665,0.783,0.529,0.901,0.592,0.807,0.760,0.794,0.908,0.728,0.832,0.135,0.860,0.122,0.740,0.140,0.746,0.136,0.841,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s69_max_tokens_512,0.870,0.676,0.784,0.549,0.891,0.638,0.850,0.719,0.815,0.885,0.683,0.832,0.131,0.865,0.116,0.734,0.135,0.755,0.134,0.815,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s70_max_tokens_512,0.872,0.652,0.762,0.524,0.872,0.651,0.871,0.654,0.812,0.805,0.621,0.844,0.137,0.883,0.118,0.723,0.141,0.750,0.144,0.816,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s71_max_tokens_512,0.854,0.660,0.777,0.522,0.894,0.597,0.816,0.738,0.795,0.874,0.708,0.836,0.135,0.870,0.120,0.738,0.138,0.742,0.131,0.835,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s72_max_tokens_512,0.871,0.654,0.764,0.526,0.874,0.649,0.869,0.660,0.812,0.839,0.621,0.837,0.133,0.874,0.114,0.725,0.127,0.761,0.135,0.804,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s73_max_tokens_512,0.871,0.657,0.767,0.528,0.876,0.647,0.866,0.668,0.812,0.816,0.636,0.838,0.136,0.880,0.117,0.712,0.132,0.761,0.144,0.798,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s74_max_tokens_512,0.882,0.674,0.776,0.556,0.878,0.683,0.886,0.666,0.827,0.805,0.636,0.850,0.133,0.888,0.114,0.740,0.129,0.764,0.133,0.805,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s75_max_tokens_512,0.867,0.676,0.785,0.547,0.894,0.631,0.843,0.727,0.812,0.874,0.696,0.832,0.133,0.865,0.117,0.728,0.142,0.744,0.138,0.823,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s76_max_tokens_512,0.862,0.660,0.773,0.525,0.885,0.620,0.841,0.705,0.804,0.874,0.668,0.834,0.137,0.874,0.118,0.713,0.136,0.759,0.136,0.808,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s77_max_tokens_512,0.862,0.639,0.755,0.501,0.871,0.623,0.853,0.656,0.800,0.805,0.623,0.832,0.134,0.872,0.115,0.720,0.135,0.738,0.139,0.807,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s78_max_tokens_512,0.833,0.651,0.777,0.506,0.906,0.557,0.770,0.783,0.774,0.908,0.756,0.815,0.136,0.843,0.127,0.733,0.135,0.718,0.134,0.831,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s79_max_tokens_512,0.862,0.665,0.778,0.532,0.890,0.618,0.835,0.721,0.805,0.862,0.691,0.832,0.137,0.861,0.125,0.740,0.144,0.736,0.141,0.833,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s80_max_tokens_512,0.850,0.668,0.787,0.533,0.906,0.588,0.800,0.775,0.793,0.897,0.748,0.827,0.138,0.861,0.124,0.735,0.140,0.730,0.138,0.824,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s81_max_tokens_512,0.872,0.662,0.771,0.534,0.879,0.648,0.865,0.676,0.814,0.770,0.656,0.834,0.135,0.875,0.115,0.714,0.132,0.757,0.136,0.796,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s82_max_tokens_512,0.858,0.653,0.769,0.514,0.884,0.608,0.832,0.705,0.798,0.851,0.673,0.832,0.138,0.868,0.122,0.730,0.136,0.728,0.142,0.824,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s83_max_tokens_512,0.859,0.655,0.770,0.518,0.885,0.611,0.834,0.707,0.800,0.885,0.668,0.827,0.140,0.865,0.125,0.712,0.138,0.739,0.140,0.814,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s84_max_tokens_512,0.857,0.677,0.793,0.546,0.906,0.603,0.813,0.773,0.802,0.897,0.746,0.833,0.135,0.863,0.128,0.744,0.131,0.744,0.125,0.830,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s85_max_tokens_512,0.874,0.670,0.776,0.545,0.882,0.654,0.866,0.686,0.818,0.862,0.648,0.843,0.132,0.880,0.115,0.727,0.135,0.763,0.134,0.814,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s86_max_tokens_512,0.854,0.645,0.763,0.503,0.881,0.601,0.829,0.697,0.794,0.805,0.673,0.826,0.138,0.862,0.122,0.722,0.136,0.725,0.142,0.824,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s87_max_tokens_512,0.869,0.673,0.782,0.545,0.890,0.636,0.849,0.715,0.813,0.851,0.686,0.840,0.137,0.873,0.123,0.746,0.134,0.741,0.144,0.828,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s88_max_tokens_512,0.855,0.671,0.787,0.537,0.903,0.599,0.812,0.762,0.799,0.874,0.738,0.828,0.137,0.861,0.124,0.729,0.140,0.748,0.141,0.826,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s89_max_tokens_512,0.855,0.656,0.773,0.517,0.890,0.600,0.823,0.723,0.796,0.874,0.691,0.832,0.129,0.860,0.118,0.746,0.132,0.732,0.129,0.840,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s90_max_tokens_512,0.847,0.664,0.784,0.526,0.904,0.583,0.797,0.770,0.790,0.908,0.741,0.819,0.137,0.852,0.124,0.726,0.135,0.715,0.133,0.825,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_hard_s91_max_tokens_512,0.867,0.665,0.776,0.533,0.886,0.631,0.848,0.703,0.809,0.851,0.671,0.840,0.134,0.878,0.115,0.727,0.134,0.755,0.133,0.816,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-1_previous_sentences_soft_s42_max_tokens_512,0.880,0.647,0.754,0.529,0.862,0.688,0.898,0.611,0.821,0.828,0.564,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.341,0.305,0.222,0.141,0.061,0.570,1.435,0.674,0.245,0.224
detests-beto-1_previous_sentences_soft_s43_max_tokens_512,0.879,0.649,0.756,0.529,0.864,0.682,0.894,0.619,0.820,0.851,0.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.415,0.310,0.312,0.164,0.065,0.538,1.518,0.653,0.300,0.268
detests-beto-1_previous_sentences_soft_s44_max_tokens_512,0.876,0.656,0.763,0.532,0.870,0.668,0.882,0.643,0.818,0.828,0.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.413,0.310,0.276,0.135,0.051,0.583,1.977,0.695,0.232,0.223
detests-beto-1_previous_sentences_soft_s45_max_tokens_512,0.863,0.648,0.762,0.512,0.876,0.625,0.851,0.672,0.803,0.874,0.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.349,0.314,0.306,0.175,0.057,0.560,1.260,0.632,0.228,0.240
detests-beto-1_previous_sentences_soft_s46_max_tokens_512,0.879,0.665,0.770,0.544,0.875,0.673,0.882,0.658,0.822,0.897,0.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.390,0.306,0.271,0.139,0.055,0.580,1.860,0.697,0.221,0.205
detests-beto-1_previous_sentences_soft_s47_max_tokens_512,0.865,0.637,0.752,0.503,0.867,0.634,0.863,0.641,0.804,0.816,0.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.317,0.260,0.155,0.057,0.574,1.526,0.670,0.249,0.227
detests-beto-1_previous_sentences_soft_s48_max_tokens_512,0.863,0.640,0.755,0.504,0.870,0.627,0.856,0.654,0.802,0.851,0.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.321,0.322,0.232,0.177,0.059,0.567,1.310,0.648,0.267,0.251
detests-beto-1_previous_sentences_soft_s49_max_tokens_512,0.872,0.641,0.752,0.513,0.864,0.657,0.880,0.625,0.811,0.759,0.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.368,0.307,0.271,0.174,0.074,0.500,1.316,0.628,0.321,0.278
detests-beto-1_previous_sentences_soft_s50_max_tokens_512,0.872,0.644,0.755,0.516,0.866,0.657,0.878,0.631,0.812,0.885,0.576,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.356,0.318,0.260,0.172,0.054,0.577,1.401,0.646,0.265,0.251
detests-beto-1_previous_sentences_soft_s51_max_tokens_512,0.872,0.646,0.757,0.518,0.868,0.655,0.876,0.637,0.812,0.851,0.591,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.304,0.307,0.193,0.143,0.058,0.571,1.383,0.669,0.231,0.216
detests-beto-2_previous_comment_hard_s42_max_tokens_512,0.851,0.662,0.781,0.524,0.899,0.591,0.807,0.754,0.793,0.897,0.723,0.824,0.138,0.857,0.128,0.735,0.140,0.719,0.127,0.826,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s43_max_tokens_512,0.869,0.659,0.769,0.528,0.879,0.640,0.860,0.678,0.811,0.828,0.646,0.836,0.130,0.872,0.111,0.732,0.137,0.757,0.127,0.807,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s44_max_tokens_512,0.871,0.661,0.770,0.532,0.879,0.646,0.863,0.676,0.813,0.828,0.643,0.833,0.136,0.879,0.115,0.712,0.130,0.746,0.129,0.782,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s45_max_tokens_512,0.852,0.648,0.767,0.506,0.886,0.594,0.820,0.713,0.791,0.885,0.676,0.824,0.135,0.856,0.119,0.733,0.141,0.731,0.133,0.823,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s46_max_tokens_512,0.854,0.662,0.778,0.524,0.895,0.599,0.817,0.740,0.796,0.874,0.711,0.831,0.136,0.863,0.124,0.737,0.138,0.742,0.131,0.828,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s47_max_tokens_512,0.873,0.636,0.748,0.510,0.861,0.664,0.886,0.611,0.812,0.805,0.569,0.845,0.132,0.886,0.112,0.724,0.126,0.750,0.136,0.806,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s48_max_tokens_512,0.849,0.636,0.757,0.490,0.879,0.588,0.821,0.693,0.786,0.885,0.651,0.814,0.136,0.848,0.124,0.724,0.132,0.723,0.133,0.805,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s49_max_tokens_512,0.869,0.653,0.764,0.523,0.875,0.643,0.864,0.664,0.810,0.828,0.628,0.833,0.136,0.869,0.122,0.733,0.137,0.747,0.132,0.806,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s50_max_tokens_512,0.860,0.638,0.755,0.499,0.872,0.616,0.848,0.662,0.798,0.851,0.621,0.828,0.140,0.866,0.123,0.709,0.140,0.733,0.136,0.816,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s51_max_tokens_512,0.855,0.670,0.786,0.535,0.901,0.600,0.813,0.758,0.799,0.908,0.726,0.827,0.135,0.857,0.125,0.746,0.136,0.730,0.131,0.828,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s52_max_tokens_512,0.861,0.661,0.775,0.526,0.888,0.616,0.836,0.713,0.803,0.885,0.676,0.834,0.138,0.864,0.126,0.740,0.141,0.750,0.139,0.830,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s53_max_tokens_512,0.864,0.623,0.741,0.487,0.859,0.632,0.868,0.615,0.800,0.782,0.579,0.824,0.133,0.864,0.114,0.714,0.131,0.746,0.129,0.785,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s54_max_tokens_512,0.860,0.659,0.773,0.523,0.887,0.614,0.835,0.711,0.802,0.897,0.671,0.831,0.137,0.864,0.123,0.733,0.137,0.744,0.140,0.821,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s55_max_tokens_512,0.866,0.632,0.748,0.498,0.863,0.637,0.869,0.627,0.804,0.839,0.581,0.823,0.133,0.863,0.115,0.711,0.129,0.745,0.129,0.783,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s56_max_tokens_512,0.859,0.644,0.760,0.505,0.877,0.613,0.842,0.678,0.798,0.839,0.643,0.837,0.138,0.875,0.120,0.718,0.140,0.751,0.141,0.824,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s57_max_tokens_512,0.857,0.642,0.760,0.501,0.877,0.607,0.837,0.682,0.795,0.851,0.646,0.830,0.136,0.869,0.120,0.732,0.132,0.725,0.135,0.811,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s58_max_tokens_512,0.879,0.654,0.760,0.534,0.867,0.681,0.891,0.629,0.821,0.805,0.591,0.839,0.136,0.882,0.113,0.715,0.137,0.759,0.133,0.782,0.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s59_max_tokens_512,0.871,0.621,0.737,0.495,0.853,0.663,0.890,0.584,0.808,0.770,0.544,0.826,0.133,0.864,0.113,0.712,0.141,0.736,0.135,0.792,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s60_max_tokens_512,0.844,0.641,0.763,0.493,0.887,0.576,0.804,0.721,0.782,0.897,0.683,0.817,0.135,0.849,0.122,0.738,0.133,0.709,0.130,0.822,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s61_max_tokens_512,0.854,0.659,0.776,0.520,0.893,0.598,0.818,0.734,0.795,0.908,0.696,0.829,0.133,0.855,0.120,0.743,0.140,0.735,0.123,0.843,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s62_max_tokens_512,0.868,0.657,0.768,0.525,0.878,0.637,0.857,0.678,0.809,0.874,0.636,0.831,0.134,0.866,0.122,0.732,0.131,0.754,0.124,0.803,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s63_max_tokens_512,0.857,0.670,0.786,0.536,0.900,0.603,0.817,0.754,0.800,0.897,0.723,0.827,0.137,0.857,0.126,0.733,0.139,0.739,0.135,0.828,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s64_max_tokens_512,0.851,0.655,0.774,0.515,0.892,0.592,0.813,0.734,0.792,0.862,0.706,0.819,0.135,0.847,0.125,0.738,0.139,0.721,0.125,0.826,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s65_max_tokens_512,0.873,0.663,0.771,0.537,0.878,0.653,0.868,0.674,0.816,0.839,0.638,0.848,0.134,0.893,0.108,0.716,0.140,0.757,0.139,0.807,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s66_max_tokens_512,0.857,0.661,0.777,0.524,0.892,0.604,0.824,0.730,0.799,0.897,0.693,0.838,0.134,0.865,0.125,0.758,0.135,0.742,0.134,0.844,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s67_max_tokens_512,0.855,0.644,0.762,0.503,0.881,0.601,0.830,0.695,0.794,0.816,0.668,0.827,0.134,0.863,0.119,0.726,0.134,0.732,0.133,0.818,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s68_max_tokens_512,0.847,0.657,0.776,0.516,0.897,0.584,0.803,0.750,0.789,0.908,0.716,0.821,0.136,0.848,0.126,0.738,0.141,0.716,0.134,0.837,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s69_max_tokens_512,0.859,0.654,0.769,0.516,0.884,0.611,0.835,0.703,0.800,0.885,0.663,0.832,0.134,0.867,0.118,0.727,0.139,0.757,0.127,0.818,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s70_max_tokens_512,0.848,0.659,0.779,0.520,0.899,0.586,0.804,0.754,0.790,0.885,0.726,0.824,0.138,0.851,0.128,0.738,0.142,0.718,0.129,0.839,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s71_max_tokens_512,0.842,0.650,0.773,0.506,0.897,0.573,0.793,0.752,0.782,0.920,0.716,0.825,0.136,0.853,0.126,0.740,0.140,0.738,0.135,0.836,0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s72_max_tokens_512,0.847,0.643,0.764,0.497,0.886,0.584,0.812,0.715,0.786,0.897,0.676,0.833,0.135,0.868,0.115,0.728,0.143,0.750,0.139,0.835,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s73_max_tokens_512,0.859,0.650,0.766,0.512,0.881,0.611,0.837,0.695,0.799,0.897,0.651,0.821,0.137,0.855,0.125,0.720,0.134,0.742,0.129,0.809,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s74_max_tokens_512,0.875,0.633,0.745,0.511,0.857,0.675,0.894,0.596,0.814,0.805,0.551,0.827,0.137,0.868,0.117,0.709,0.122,0.740,0.137,0.773,0.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s75_max_tokens_512,0.858,0.659,0.775,0.522,0.890,0.607,0.828,0.721,0.799,0.874,0.688,0.819,0.135,0.854,0.118,0.719,0.141,0.726,0.130,0.813,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s76_max_tokens_512,0.851,0.644,0.763,0.500,0.883,0.592,0.821,0.705,0.790,0.851,0.673,0.826,0.138,0.864,0.122,0.718,0.140,0.734,0.137,0.820,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s77_max_tokens_512,0.856,0.653,0.769,0.514,0.886,0.603,0.828,0.711,0.796,0.874,0.676,0.823,0.139,0.863,0.122,0.716,0.138,0.721,0.132,0.809,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s78_max_tokens_512,0.843,0.646,0.768,0.501,0.892,0.575,0.799,0.738,0.783,0.897,0.703,0.817,0.136,0.847,0.128,0.740,0.132,0.719,0.129,0.823,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s79_max_tokens_512,0.867,0.661,0.772,0.529,0.883,0.632,0.851,0.693,0.808,0.862,0.656,0.827,0.137,0.863,0.121,0.725,0.139,0.731,0.131,0.806,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s80_max_tokens_512,0.858,0.654,0.770,0.516,0.885,0.608,0.832,0.707,0.799,0.874,0.671,0.833,0.135,0.868,0.119,0.733,0.139,0.745,0.132,0.822,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s81_max_tokens_512,0.859,0.643,0.759,0.503,0.876,0.612,0.842,0.676,0.797,0.828,0.643,0.827,0.138,0.870,0.119,0.709,0.136,0.738,0.136,0.802,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s82_max_tokens_512,0.848,0.657,0.777,0.516,0.897,0.585,0.804,0.750,0.789,0.862,0.726,0.824,0.138,0.859,0.122,0.729,0.144,0.717,0.130,0.828,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s83_max_tokens_512,0.859,0.659,0.774,0.523,0.888,0.611,0.832,0.715,0.801,0.885,0.678,0.827,0.138,0.865,0.125,0.730,0.134,0.732,0.139,0.808,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s84_max_tokens_512,0.838,0.660,0.784,0.520,0.910,0.566,0.776,0.791,0.780,0.897,0.768,0.808,0.138,0.833,0.131,0.729,0.138,0.715,0.125,0.827,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s85_max_tokens_512,0.859,0.648,0.764,0.510,0.879,0.614,0.841,0.686,0.799,0.862,0.648,0.825,0.136,0.858,0.122,0.720,0.140,0.737,0.127,0.822,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s86_max_tokens_512,0.857,0.656,0.772,0.518,0.888,0.606,0.829,0.715,0.798,0.851,0.686,0.838,0.136,0.874,0.121,0.732,0.138,0.740,0.133,0.833,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s87_max_tokens_512,0.842,0.648,0.770,0.502,0.894,0.573,0.796,0.744,0.782,0.908,0.708,0.826,0.136,0.852,0.126,0.742,0.140,0.728,0.134,0.845,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s88_max_tokens_512,0.859,0.651,0.767,0.513,0.882,0.613,0.838,0.695,0.800,0.839,0.663,0.834,0.138,0.871,0.122,0.726,0.135,0.735,0.146,0.825,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s89_max_tokens_512,0.862,0.654,0.768,0.518,0.882,0.619,0.843,0.693,0.802,0.828,0.663,0.835,0.135,0.871,0.116,0.731,0.145,0.742,0.134,0.821,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s90_max_tokens_512,0.859,0.651,0.767,0.513,0.882,0.612,0.837,0.697,0.799,0.874,0.658,0.830,0.139,0.870,0.123,0.721,0.139,0.742,0.132,0.809,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_hard_s91_max_tokens_512,0.868,0.661,0.771,0.530,0.881,0.637,0.856,0.686,0.810,0.851,0.651,0.836,0.135,0.876,0.115,0.713,0.136,0.755,0.129,0.804,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-2_previous_comment_soft_s42_max_tokens_512,0.863,0.654,0.768,0.519,0.881,0.622,0.845,0.691,0.804,0.874,0.651,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.369,0.321,0.304,0.159,0.047,0.604,1.680,0.680,0.194,0.205
detests-beto-2_previous_comment_soft_s43_max_tokens_512,0.870,0.642,0.755,0.513,0.867,0.650,0.874,0.635,0.810,0.828,0.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.313,0.314,0.223,0.180,0.065,0.552,1.229,0.629,0.257,0.255
detests-beto-2_previous_comment_soft_s44_max_tokens_512,0.879,0.683,0.786,0.563,0.888,0.667,0.871,0.701,0.825,0.920,0.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.304,0.304,0.234,0.142,0.049,0.599,1.373,0.684,0.211,0.204
detests-beto-2_previous_comment_soft_s45_max_tokens_512,0.862,0.675,0.787,0.543,0.899,0.614,0.827,0.748,0.806,0.897,0.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.236,0.314,0.178,0.148,0.043,0.621,1.294,0.673,0.174,0.173
detests-beto-2_previous_comment_soft_s46_max_tokens_512,0.873,0.665,0.772,0.538,0.879,0.653,0.868,0.676,0.816,0.839,0.641,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.314,0.317,0.229,0.143,0.049,0.616,1.442,0.701,0.208,0.211
