model,f1_neg,f1_pos,roc_auc,mcc,precision_neg,precision_pos,recall_neg,recall_pos,accuracy,accuracy_explicit,accuracy_implicit,accuracy_no_contextual,accuracy_contextual,softmax_confidence,softmax_confidence_std,TN_softmax_confidence,TN_softmax_confidence_std,FP_softmax_confidence,FP_softmax_confidence_std,FN_softmax_confidence,FN_softmax_confidence_std,TP_softmax_confidence,TP_softmax_confidence_std,cross_entropy,MSE,TN_cross_entropy,TN_MSE,FP_cross_entropy,FP_MSE,FN_cross_entropy,FN_MSE,TP_cross_entropy,TP_MSE
stereohoax-roberta_bne-0_no_context_hard_s88_max_tokens_512,0.833,0.678,0.758,0.511,0.842,0.663,0.824,0.693,0.780,0.739,0.514,0.798,0.496,0.764,0.143,0.811,0.135,0.669,0.118,0.693,0.141,0.733,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-0_no_context_hard_s89_max_tokens_512,0.837,0.709,0.784,0.551,0.871,0.663,0.805,0.763,0.791,0.806,0.595,0.858,0.584,0.767,0.133,0.811,0.126,0.675,0.106,0.693,0.144,0.744,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-0_no_context_hard_s90_max_tokens_512,0.797,0.693,0.773,0.517,0.892,0.597,0.720,0.827,0.756,0.863,0.689,0.931,0.632,0.753,0.123,0.784,0.123,0.663,0.104,0.708,0.132,0.770,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-0_no_context_hard_s91_max_tokens_512,0.831,0.700,0.777,0.536,0.867,0.651,0.797,0.757,0.784,0.789,0.635,0.833,0.616,0.761,0.128,0.801,0.123,0.663,0.105,0.702,0.123,0.748,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-0_no_context_soft_s42_max_tokens_512,0.840,0.669,0.752,0.509,0.831,0.685,0.850,0.653,0.785,0.697,0.479,0.754,0.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.282,0.311,0.148,0.166,0.061,0.544,1.207,0.608,0.244,0.201
stereohoax-roberta_bne-0_no_context_soft_s43_max_tokens_512,0.829,0.633,0.726,0.464,0.811,0.665,0.848,0.605,0.767,0.658,0.397,0.724,0.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.285,0.321,0.147,0.172,0.058,0.552,1.183,0.609,0.203,0.180
stereohoax-roberta_bne-0_no_context_soft_s44_max_tokens_512,0.833,0.660,0.745,0.493,0.828,0.668,0.838,0.653,0.776,0.694,0.493,0.780,0.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.256,0.314,0.134,0.181,0.051,0.564,1.072,0.571,0.235,0.194
stereohoax-roberta_bne-0_no_context_soft_s45_max_tokens_512,0.840,0.673,0.755,0.514,0.834,0.683,0.846,0.664,0.785,0.711,0.479,0.776,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.277,0.309,0.145,0.160,0.059,0.550,1.208,0.607,0.243,0.199
stereohoax-roberta_bne-0_no_context_soft_s46_max_tokens_512,0.856,0.711,0.783,0.567,0.855,0.713,0.857,0.709,0.808,0.764,0.493,0.836,0.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.244,0.302,0.133,0.179,0.054,0.562,1.127,0.583,0.227,0.203
stereohoax-roberta_bne-0_no_context_soft_s47_max_tokens_512,0.814,0.668,0.751,0.486,0.848,0.622,0.782,0.720,0.761,0.778,0.493,0.823,0.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.237,0.318,0.147,0.176,0.052,0.566,1.116,0.577,0.203,0.175
stereohoax-roberta_bne-0_no_context_soft_s48_max_tokens_512,0.838,0.636,0.729,0.480,0.809,0.693,0.870,0.588,0.776,0.634,0.411,0.694,0.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.294,0.307,0.149,0.170,0.066,0.516,1.117,0.585,0.248,0.195
stereohoax-roberta_bne-0_no_context_soft_s49_max_tokens_512,0.844,0.657,0.743,0.504,0.819,0.703,0.870,0.616,0.785,0.669,0.411,0.728,0.408,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.297,0.315,0.147,0.160,0.056,0.568,1.212,0.611,0.251,0.205
stereohoax-roberta_bne-0_no_context_soft_s50_max_tokens_512,0.829,0.652,0.739,0.481,0.824,0.659,0.834,0.644,0.771,0.687,0.479,0.759,0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.282,0.314,0.145,0.173,0.065,0.523,1.185,0.608,0.248,0.193
stereohoax-roberta_bne-0_no_context_soft_s51_max_tokens_512,0.814,0.674,0.756,0.494,0.854,0.622,0.778,0.734,0.763,0.782,0.548,0.866,0.488,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.235,0.317,0.127,0.184,0.053,0.542,1.118,0.580,0.254,0.201
stereohoax-roberta_bne-2_txt_father_hard_s42_max_tokens_512,0.846,0.668,0.751,0.515,0.825,0.705,0.867,0.634,0.789,0.690,0.419,0.725,0.464,0.768,0.092,0.795,0.073,0.688,0.105,0.713,0.103,0.760,0.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-2_txt_father_hard_s43_max_tokens_512,0.845,0.597,0.707,0.469,0.784,0.748,0.916,0.497,0.776,0.546,0.311,0.652,0.208,0.735,0.130,0.788,0.115,0.590,0.086,0.684,0.115,0.641,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-2_txt_father_hard_s44_max_tokens_512,0.849,0.635,0.729,0.498,0.802,0.740,0.902,0.556,0.786,0.620,0.311,0.734,0.224,0.751,0.133,0.811,0.112,0.598,0.075,0.695,0.120,0.652,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-2_txt_father_hard_s45_max_tokens_512,0.782,0.657,0.741,0.458,0.859,0.576,0.717,0.765,0.733,0.842,0.473,0.901,0.512,0.623,0.107,0.583,0.071,0.641,0.122,0.561,0.054,0.705,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-2_txt_father_hard_s46_max_tokens_512,0.829,0.599,0.704,0.437,0.790,0.678,0.873,0.536,0.760,0.588,0.338,0.700,0.232,0.697,0.107,0.738,0.100,0.609,0.073,0.646,0.098,0.648,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-2_txt_father_hard_s47_max_tokens_512,0.829,0.591,0.700,0.431,0.785,0.680,0.877,0.522,0.758,0.577,0.311,0.687,0.216,0.731,0.110,0.772,0.097,0.639,0.087,0.667,0.104,0.693,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-2_txt_father_hard_s48_max_tokens_512,0.816,0.688,0.767,0.513,0.866,0.626,0.772,0.763,0.769,0.820,0.541,0.884,0.536,0.752,0.128,0.800,0.122,0.660,0.103,0.688,0.139,0.729,0.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-2_txt_father_hard_s49_max_tokens_512,0.829,0.463,0.640,0.369,0.739,0.750,0.944,0.335,0.741,0.373,0.189,0.429,0.160,0.691,0.095,0.731,0.079,0.568,0.052,0.642,0.087,0.606,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
